Ano Término Fiscalização;Mês Término Fiscalização;CNPJ Estabelecimento;Nome Empregador;Logradouro Local Fiscalizado;;;Município Local Fiscalizado;UF Local Fiscalizado
2010;2010/04;05.433.186/0001-96;GALVANO PECAS TRAT.DE SUPERFIC.LTDA;RUA: FRANCISCO REIS, 755;88311-710;CORDEIROS;Itajaí;Santa Catarina
2008;2008/09;05.433.186/0001-96;GALVANO PECAS TRATAMENTO DE SUPERFICIES LTDA;RUA FRANCISCO REIS,755;88311-710;CORDEIROS;Itajaí;Santa Catarina
2011;2011/05;05.942.514/0001-80;GALVANOBRIL CHAPECO LTDA;RUA COLOMBIA,90E;89805-215;LIDER;Chapecó;Santa Catarina
2009;2009/08;05.942.514/0001-80;GALVANOBRIL CHAPECO LTDA EPP;R COLOMBIA 90E;89805-215;LIDER;Chapecó;Santa Catarina
2011;2011/09;76.605.500/0001-19;GALVANOPLASTIA E COM DE ESQUADR SN LTDA;RUA PREFEITO BALTAZAR BUSCHLE,292;89228-000;COMASA;Joinville;Santa Catarina
2009;2009/11;76.605.500/0001-19;GALVANOPLASTIA E COM. DE ESQUADRIAS S&N LTDA;R. PREFEITO BALTAZAR BUSCHLE, 292;89200-000;COMASA;Joinville;Santa Catarina
2011;2011/05;00.336.510/0001-34;GALVANOPLASTIA JOINVILLE LTDA EPP;RUA BENTO TORQUATO DA ROCHA, 435;89237-200;VILA NOVA;Joinville;Santa Catarina
2012;2012/05;00.336.510/0001-34;GALVANOPLASTIA JOINVILLE LTDA EPP;RUA BENTO TORQUATO DA ROCHA, 435;89237-200;VILA NOVA;Joinville;Santa Catarina
2010;2010/07;02.341.788/0001-25;GAMAPE COM. DE PECAS, FER.,SERV.LTDA;ROD. LUIZ ROSSO, Nº 880, SALA 1;88803-470;FABIO SILVA;Criciúma;Santa Catarina
2009;2009/06;09.464.331/0001-57;GAMAVILLE INDUSTRIA MECANICA LTDA;RUA DOROTHOVIO DO NASCIMENTO, 3980 - BL A2;SI;DISTRITO INDUSTRIAL;Joinville;Santa Catarina
2008;2008/08;76.863.877/0001-78;GAMBATO VEICULOS LTDA;R FERNANDO MACHADO, 3345 D;89804-000;CENTRO;Chapecó;Santa Catarina
2009;2009/11;07.297.646/0001-21;GAMBATTO C1 VEICULOS LTDA;RUA FERNANDO MACHADO,3341;89804-000;BELA VISTA;Chapecó;Santa Catarina
2010;2010/11;07.297.646/0001-21;GAMBATTO C1 VEICULOS LTDA;RUA FERNANDO MACHADO,3341;89804-000;BELA VISTA;Chapecó;Santa Catarina
2009;2009/11;07.357.404/0001-86;GAMBATTO H5 VEICULOS LTDA;AV FERNANDO MACHADO,2405D;89800-000;Sem Informação;Chapecó;Santa Catarina
2010;2010/11;07.357.404/0001-86;GAMBATTO H5 VEICULOS LTDA;AV FERNANDO MACHADO,2405D;89800-000;SAO CRISTOVAO;Chapecó;Santa Catarina
2009;2009/10;01.354.250/0001-92;GAMBATTO MOTOS LTDA;RUA FERNANDO MACHADO,2535;89803-000;SAO CRISTOVAO;Chapecó;Santa Catarina
2010;2010/11;01.354.250/0001-92;GAMBATTO MOTOS LTDA;RUA FERNANDO MACHADO,2535;89803-000;SAO CRISTOVAO;Chapecó;Santa Catarina
2008;2008/08;01.354.250/0001-92;GAMBATTO MOTOS LTDA;RUA FERNANDO MACHADO,2535;89803-000;SAO CRISTOVAO;Chapecó;Santa Catarina
2009;2009/09;75.281.212/0001-93;GAMBATTO MOTOS SAO MIGUEL LTDA;RUA SANTOS DUMONT,813;89900-000;CENTRO;São Miguel do Oeste;Santa Catarina
2009;2009/08;05.653.402/0001-09;GAMBATTO MOTOS XANXERE;AV BRASIL, 2700;89820-000;MARIA WINCKLER;Xanxerê;Santa Catarina
2008;2008/09;05.653.402/0001-09;GAMBATTO MOTOS XANXERE;AV BRASIL, 2700;89820-000;MARIA WINCKLER;Xanxerê;Santa Catarina
2009;2009/11;76.863.877/0001-78;GAMBATTO VEICULOS LTDA;RUA FERNANDO MACHADO,3345;89804-000;BELA VISTA;Chapecó;Santa Catarina
2010;2010/11;76.863.877/0001-78;GAMBATTO VEICULOS LTDA;RUA FERNANDO MACHADO,3345;89804-000;BELA VISTA;Chapecó;Santa Catarina
2010;2010/10;76.863.877/0001-78;GAMBATTO VEICULOS LTDA;RUA FERNANDO MACHADO,3345;89804-000;BELA VISTA;Chapecó;Santa Catarina
2010;2010/09;76.863.877/0001-78;GAMBATTO VEICULOS LTDA;RUA FERNANDO MACHADO,3345_D;89804-000;BELA VISTA;Chapecó;Santa Catarina
2009;2009/09;79.294.419/0001-53;GAMBATTO VEICULOS SAO MIGUEL LTDA;RUA WALDEMAR RANGRAB,1254;89900-000;JARDIM PEPERI;São Miguel do Oeste;Santa Catarina
2009;2009/08;76.343.151/0001-04;GAMBATTO XANXERE LTDA;AV AVENIDA BRASIL,2730;89820-000;MARIA WINCKLER;Xanxerê;Santa Catarina
2008;2008/09;76.343.151/0001-04;GAMBATTO XANXERE LTDA;AV AVENIDA BRASIL,2730;89820-000;MARIA WINCKLER;Xanxerê;Santa Catarina
2012;2012/02;02.769.850/0002-65;GAMBOA CAMISETA LTDA;ADERBAL RAMOS DA SILVA,102;88130-000;PINHEIRA;Palhoça;Santa Catarina
2010;2010/11;95.865.960/0003-92;GAME IND. E COM. DE CONF. LTDA ME F-2;ROD. BR 101 KM 435,2007, SALA 34;88960-000;VILA JANUARIA;Sombrio;Santa Catarina
2008;2008/10;82.099.425/0001-64;GAMI CONFECCOES LTDA EPP;RUA SãO ROQUE,99 - FUNDOS;89211-130;FLORESTA;Joinville;Santa Catarina
2010;2010/11;08.586.461/0004-42;GANDHI CONFECCõES LTDA;RUA DR. PEDRINHO 79 LOJA 501;89130-000;RIO MORTO;Indaial;Santa Catarina
2010;2010/11;08.586.461/0003-61;GANDHI CONFECçõES LTDA ME;ROD. BR-101, KM 415, SL. 08;88900-000;MATO ALTO;Araranguá;Santa Catarina
2009;2009/04;04.156.657/0001-01;GANES SA MONTAGENS E FRETES LTDA- ME;RUA FRANCISCO DE PAULA PEREIRA, 351;89460-000;CENTRO;Canoinhas;Santa Catarina
2009;2009/04;08.439.322/0001-43;GANESHA LIVRARIA E CAFE LTDA ME;AVENIDA DOS BUZIOS,1800;88053-301;JURERE;Florianópolis;Santa Catarina
2010;2010/05;88.712.955/0034-80;GANG COMERCIO DO VESTUARIO LTDA;AV SANTA CATARINA,1;88339-005;DOS ESTADOS;Balneário Camboriú;Santa Catarina
2011;2011/02;88.712.955/0002-01;GANG COMERCIO DO VESTUARIO LTDA;RUA BOCAIUVA,2468;88015-530;CENTRO;Florianópolis;Santa Catarina
2011;2011/04;88.712.955/0002-01;GANG COMERCIO DO VESTUARIO LTDA;RUA BOCAIUVA,2468_LJ 116/117;88015-530;CENTRO;Florianópolis;Santa Catarina
2010;2010/11;83.288.522/0001-68;GANGAN LOYOLA COMéRCIO DO VESTUáRIO LTDA ME; RUA BOCAIúVA 2468 LOJA 269;88015-530;CENTRO;Florianópolis;Santa Catarina
2012;2012/01;09.164.073/0001-93;GANS MAQUINAS E USINAGEM SA;SANTOS DUMONT,4540;89219-730;ZONA INDL NORTE;Joinville;Santa Catarina
2010;2010/09;09.164.073/0001-93;GANS MAQUINAS E USINAGEM SA;SANTOS DUMONT,4540;89219-730;ZONA INDL NORTE;Joinville;Santa Catarina
2011;2011/02;09.164.073/0001-93;GANS MAQUINAS E USINAGEM SA;SANTOS DUMONT,4540;89219-730;ZONA INDL NORTE;Joinville;Santa Catarina
2012;2012/01;03.045.377/0001-55;GANS OXICORTE SA;SANTOS DUMONT,4540_GALPAO 2;89219-730;ZONA IND NORTE;Joinville;Santa Catarina
2011;2011/03;03.045.377/0001-55;GANS OXICORTE SA;SANTOS DUMONT,4540_GALPãO 2;89219-730;ZONA IND NORTE;Joinville;Santa Catarina
2009;2009/02;04.560.782/0015-70;GAPC GRUPO DE APOIO A PESSOAS COM CANCER;RUA JOINVILLE,242;89035-200;VILA NOVA;Blumenau;Santa Catarina
2008;2008/11;80.070.329/0001-68;GARBA UNIFORMES PROFISSIONAIS LTDA EPP;R. FRANCISCO VAHLDIECK, 3148;89057-001;FORTALEZA;Blumenau;Santa Catarina
2010;2010/07;82.726.308/0001-83;GARBE INDUSTRIA E COMERCIO LTDA;R ERNST KAESTNER FUNDOS,905;89068-010;ITOUPAVA CENTRAL;Blumenau;Santa Catarina
2011;2011/04;82.726.308/0001-83;GARBE INDUSTRIA E COMERCIO LTDA;R ERNST KAESTNER FUNDOS,905;89068-010;ITOUPAVA CENTRAL;Blumenau;Santa Catarina
2008;2008/09;80.085.574/0001-49;GARBIN PUERARI & CIA LTDA ME;RUA EMIR ROSA, 119;88020-050;CENTRO;Florianópolis;Santa Catarina
2012;2012/05;80.070.329/0001-68;GARBRA UNIFORMES PROFISSIONAIS LTDA EPP;RUA FRANCISCO VAHLDIECK,3148;89057-001;FORTALEZA;Blumenau;Santa Catarina
2009;2009/05;08.755.496/0001-15;GARCIA E NOVAES LTDA ME;AV JORGE LACERDA,2588;88047-002;COSTEIRA DO PIRAJUB;Florianópolis;Santa Catarina
2011;2011/02;08.153.200/0001-96;GARCIA E TEIXEIRA CO.VAREJISTA DE MOTOCICLETAS LTDA;R.EURICO GASPAR DUTRA, 1007;88070-001;Sem Informação;Florianópolis;Santa Catarina
2010;2010/04;78.539.251/0001-36;GARCIA EMBALAGENS LTDA;RUA JORGE CZERNIEWICZ,590;89255-000;CZERNIEVICZ;Jaraguá do Sul;Santa Catarina
2011;2011/07;78.539.251/0001-36;GARCIA EMBALAGENS LTDA;RUA JORGE CZERNIEWICZ,590;89255-000;CZERNIEVICZ;Jaraguá do Sul;Santa Catarina
2011;2011/07;78.539.251/0001-36;GARCIA EMBALAGENS LTDA;RUA JORGE CZERNIEWICZ,590;89255-000;CZERNIEVICZ;Jaraguá do Sul;Santa Catarina
2008;2008/06;08.963.311/0001-68;GARCIA INSTALAÇÕES E MANUTENÇÃO ELETRICA; AV. GETULIO VARGAS SN;89800-000;Sem Informação;Chapecó;Santa Catarina
2008;2008/07;09.140.238/0001-97;GARDDA COMERCIO E INSTALAçõES DE MOVEIS LTDA;ROD SC 401 4850 LJ 14;88032-000;SACO GRANDE;Florianópolis;Santa Catarina
2010;2010/10;03.758.263/0001-52;GARDENIA COMERCIO DE ARTIGOS DE PERFUMARIA LTDA EPP;AV MADRE BENVENUTA, 687 LJ 345;88035-000;SANTA MONICA;Florianópolis;Santa Catarina
2011;2011/03;10.321.365/0001-71;GARDIENNE INDUSTRIA DE MADEIRAS LTDA;AV BRASILIA,20;89915-000;CENTRO;Santa Helena;Santa Catarina
2011;2011/10;07.682.828/0001-16;GARDINI CONFECCOES LTDA ME;RUA JOãO LONGUI, 23;89270-000;IMIGRANTES;Guaramirim;Santa Catarina
2010;2010/12;07.682.828/0001-16;GARDINI CONFECCOES LTDA ME;RUA JOAO LONGUI,23;89270-000;IMIGRANTES;Guaramirim;Santa Catarina
2011;2011/04;07.682.828/0001-16;GARDINI CONFECCOES LTDA ME;RUA JOAO LONGUI,23;89270-000;IMIGRANTES;Guaramirim;Santa Catarina
2010;2010/08;00.802.129/0001-13;GARDUS INDUSTRIA E COMERCIO LTDA ME;ROD BR 470 KM 140,5118;89160-000;ITOUPAVA;Rio do Sul;Santa Catarina
2009;2009/11;85.353.829/0001-20;GARESS CONFECçõES LTDA;RUA TIJUCAS, 287;88310-670;CENTRO;Itajaí;Santa Catarina
2010;2010/09;08.511.730/0001-69;GARGARO OFICINA AUTOMOTIVA LTDA;SC 405,1200;88065-033;CAMPECHE;Florianópolis;Santa Catarina
2009;2009/03;09.349.468/0001-60;GARGHETTI & LISBOA ENGENHARIA E CONSTRUÇÕES LTDA. ME;OBRA AV. ATILIO FONTANA 3751E EM FRENTE POSTO PM;89800-000;EFAPI;Chapecó;Santa Catarina
2009;2009/12;02.732.247/0001-28;GARIBALDI REFORMAS EM GERAL LTDA.;PRACA XV DE NOVEMBRO,312;88010-400;CENTRO;Florianópolis;Santa Catarina
2009;2009/06;10.271.597/0001-62;GARNOMAK;MARCELINO CARDOSO, 221;89041-720;VELHA;Blumenau;Santa Catarina
2012;2012/03;07.788.602/0001-02;GAROPIZZA BAR LTDA.;RUA JOÃO O. ARAÚJO, 326;88495-000;CENTRO;Garopaba;Santa Catarina
2009;2009/05;09.593.794/0001-19;GAROS COM.DE ALIMENTOS LTDA;R.DIOMÍCIO FREITAS, 2956;88047-400;Sem Informação;Florianópolis;Santa Catarina
2009;2009/12;82.981.721/0001-94;GARTHEN INDUSTRIA E COMERCIO DE MAQUINAS;BR 470,4001;88000-000;MACHADOS;Florianópolis;Santa Catarina
2010;2010/03;02.231.945/0001-40;GARTNER CONSTRUTORA E INCORPORADORA LTDA;RUA HERCILIO LUZ,;SI;CENTRO;Brusque;Santa Catarina
2011;2011/05;10.662.520/0001-13;GARUVA COMPENSADOS LTDA;AV PARANA,1518;89248-000;CENTRO;Garuva;Santa Catarina
2011;2011/09;10.662.520/0001-13;GARUVA COMPENSADOS LTDA;AV PARANA,1518;89248-000;CENTRO;Garuva;Santa Catarina
2011;2011/06;10.662.520/0001-13;GARUVA COMPENSADOS LTDA;AV PARANA,1518;89248-000;CENTRO;Garuva;Santa Catarina
2011;2011/04;10.662.520/0001-13;GARUVA COMPENSADOS LTDA;AV PARANA,1518;89248-000;CENTRO;Garuva;Santa Catarina
2012;2012/05;10.662.520/0001-13;GARUVA COMPENSADOS LTDA;AV PARANA,1518;89248-000;CENTRO;Garuva;Santa Catarina
2012;2012/05;10.662.520/0001-13;GARUVA COMPENSADOS LTDA;AV PARANA,1518;89248-000;CENTRO;Garuva;Santa Catarina
2011;2011/09;06.538.909/0001-84;GAS DA ILHA DISTRIBUIDORA LTDA;RUA GRACILIANO RAMOS,206;88130-660;PONTE DO IMARUIM;Palhoça;Santa Catarina
2010;2010/06;82.694.589/0001-30;GAS SUL LTDA;AV LUIZ LAZZARIN;88810-350;MARIA CEU;Criciúma;Santa Catarina
2012;2012/04;82.694.589/0001-30;GAS SUL LTDA;LUIZ LAZZARIN,2387;88810-350;MARIA CEU;Criciúma;Santa Catarina
2011;2011/03;07.527.009/0001-02;GAS TECNOLOGY PECAS E SERVICOS LTDA;AV LEOBERTO LEAL,1151;88110-000;BARREIROS;São José;Santa Catarina
2009;2009/01;05.690.697/0001-93;GASBRAS MONTAGENS E MANUTENCAO IND LTDA;RUA SOLIMõES, 561;89207-040;GUANABARA;Joinville;Santa Catarina
2009;2009/01;04.112.118/0042-30;GASIL CMéRCIO E IMPORTAçãO LTDA;RUA HERCíLIO LUZ,230;88301-001;CENTRO;Itajaí;Santa Catarina
2009;2009/03;04.112.118/0001-62;GASIL COM E IMPORTACAO LTDA;AV GABRIEL ZANETTE, 1455;88815-000;PROSPERA;Criciúma;Santa Catarina
2009;2009/03;04.112.118/0055-55;GASIL COMERCIO E IMPORTACAO - MULTISON;AV. MARCOLINO M. CABRAL,2525- SALA 79;88700-000;AEROPORTO;Tubarão;Santa Catarina
2010;2010/07;04.112.118/0068-70;GASIL COMERCIO E IMPORTACAO LTDA;AV GETULIO DORNELES VARGAS,690;89801-002;CENTRO;Chapecó;Santa Catarina
2009;2009/12;04.112.118/0060-12;GASIL COMERCIO E IMPORTACAO LTDA;AV GETULIO VARGAS,128;89801-000;CENTRO;Chapecó;Santa Catarina
2010;2010/12;04.112.118/0060-12;GASIL COMERCIO E IMPORTACAO LTDA;AV GETULIO VARGAS,128_N;89801-000;CENTRO;Chapecó;Santa Catarina
2010;2010/06;04.112.118/0060-12;GASIL COMERCIO E IMPORTACAO LTDA;AV GETULIO VARGAS,128_N;89801-000;CENTRO;Chapecó;Santa Catarina
2008;2008/12;04.112.118/0045-83;GASIL COMERCIO E IMPORTACAO LTDA;AV GETULIO VARGAS,268 - LJ 216-218;89251-000;CENTRO;Jaraguá do Sul;Santa Catarina
2011;2011/07;04.112.118/0054-74;GASIL COMERCIO E IMPORTACAO LTDA;AV MADRE BENVENUTA, 687, LOJAS 367/368;88035-000;SANTA MONICA;Florianópolis;Santa Catarina
2008;2008/12;04.112.118/0035-01;GASIL COMERCIO E IMPORTACAO LTDA;AV PRESIDENTE KENNEDY,515;88101-001;CAMPINAS;São José;Santa Catarina
2010;2010/07;04.112.118/0035-01;GASIL COMERCIO E IMPORTACAO LTDA;AV PRESIDENTE KENNEDY,515;88101-001;CAMPINAS;São José;Santa Catarina
2008;2008/10;04.112.118/0035-01;GASIL COMERCIO E IMPORTACAO LTDA;AV PRESIDENTE KENNEDY,515;88101-001;CAMPINAS;São José;Santa Catarina
2012;2012/03;04.112.118/0037-73;GASIL COMERCIO E IMPORTACAO LTDA;AVENIDA BRASIL1271, LJ 01/02;88330-666;CENTRO;Balneário Camboriú;Santa Catarina
2011;2011/08;04.112.118/0057-17;GASIL COMERCIO E IMPORTACAO LTDA;RODOVIA VIRGILIO VARZEA,587;88032-000;SACO GRANDE II;Florianópolis;Santa Catarina
2008;2008/11;04.112.118/0052-02;GASIL COMERCIO E IMPORTACAO LTDA;RUA 15 DE NOVEMBRO,819;89010-001;CENTRO;Blumenau;Santa Catarina
2011;2011/10;04.112.118/0034-20;GASIL COMERCIO E IMPORTACAO LTDA;RUA BOCAIUVA, 2468, LOJAS 271/272;88015-530;CENTRO;Florianópolis;Santa Catarina
2008;2008/12;04.112.118/0034-20;GASIL COMERCIO E IMPORTACAO LTDA;RUA BOCAIUVA,2468,LOJAS 271 E 272;88015-530;CENTRO;Florianópolis;Santa Catarina
2008;2008/12;04.112.118/0048-26;GASIL COMERCIO E IMPORTACAO LTDA;RUA CORREIA PINTO 71;88502-201;CENTRO;Lages;Santa Catarina
2008;2008/12;04.112.118/0041-50;GASIL COMERCIO E IMPORTACAO LTDA;RUA DO PRINCIPE,268;89201-000;CENTRO;Joinville;Santa Catarina
2011;2011/08;04.112.118/0075-07;GASIL COMERCIO E IMPORTACAO LTDA;RUA FELIPE SCHMIDT,297;88010-000;CENTRO;Florianópolis;Santa Catarina
2011;2011/10;04.112.118/0031-88;GASIL COMERCIO E IMPORTACAO LTDA;RUA GERONCIO THIVES,1079;88117-200;BARREIROS;São José;Santa Catarina
2008;2008/12;04.112.118/0031-88;GASIL COMERCIO E IMPORTACAO LTDA;RUA GERONCIO THIVES,1079, LOJAS 284, 285 E 286;88117-900;SAO JOSE;São José;Santa Catarina
2010;2010/06;04.112.118/0059-89;GASIL COMERCIO E IMPORTACAO LTDA;RUA SEIS DE JANEIRO,29;88801-055;CENTRO;Criciúma;Santa Catarina
2008;2008/11;04.112.118/0036-92;GASIL COMERCIO E IMPORTACAO LTDA;RUA SETE DE SETEMBRO,1213;89010-203;CENTRO;Blumenau;Santa Catarina
2011;2011/08;04.112.118/0049-07;GASIL COMERCIO E IMPORTACAO LTDA;RUA SETE DE SETEMBRO,32;89160-000;CENTRO;Rio do Sul;Santa Catarina
2008;2008/12;04.112.118/0033-40;GASIL COMERCIO E IMPORTACAO LTDA;RUA TRAJANO,100;88010-010;CENTRO;Florianópolis;Santa Catarina
2011;2011/10;04.112.118/0033-40;GASIL COMERCIO E IMPORTACAO LTDA;RUA TRAJANO,100;88010-010;CENTRO;Florianópolis;Santa Catarina
2008;2008/12;04.112.118/0043-11;GASIL COMERCIO E IMPORTACAO LTDA;RUA VISCONDE DE TAUNAY,235 - LJ 171-172;89201-420;CENTRO;Joinville;Santa Catarina
2011;2011/05;04.112.118/0050-40;GASIL COMERCIO E IMPORTAçAO LTDA;AV MAL DEODORO DA FONSECA 183;89251-702;CENTRO;Jaraguá do Sul;Santa Catarina
2009;2009/01;04.112.118/0056-36;GASIL COMéRCIO E IMPORTAçãO LTDA.;RUA SAMUEL HEUSI, 234-SALA T 33;88301-070;CENTRO;Itajaí;Santa Catarina
2008;2008/07;07.095.098/0001-57;GASOMETRO PECAS E ACESS. PARA VEICULOS LTDA;AV UNIVERSITARIA, 840 - SALA 02;88806-000;SANTA LUZIA;Criciúma;Santa Catarina
2010;2010/05;79.504.940/0001-78;GASPAR MADEIRAS LTDA;ESTVELHA LAGES INDIOS;88500-000;VILA MARIZA;Lages;Santa Catarina
2009;2009/04;02.062.023/0001-56;GASPAR ROGERIO NUNES ME;RUA HOLANDA,76;88338-295;DAS NACOES;Balneário Camboriú;Santa Catarina
2010;2010/05;80.429.921/0001-03;GASPARETTO FABRICA DE JOIAS LTDA;RUA BENJAMIN CONSTANT,709;89801-071;MARIA GORETI;Chapecó;Santa Catarina
2011;2011/10;03.054.453/0001-99;GASPARIN MADEIRAS LTDA.;RUA SETE DE SETEMBRO, 800;89840-000;CENTRO;Coronel Freitas;Santa Catarina
2010;2010/11;03.054.453/0001-99;GASPARIN MADEIRAS LTDA.;SETE DE SETEMBRO,800;89840-000;CENTRO;Coronel Freitas;Santa Catarina
2011;2011/10;80.103.989/0001-06;GASPARIN METALURGICA LTDA;RUA RIO GRANDE DO SUL, 928;89840-000;CENTRO;Coronel Freitas;Santa Catarina
2011;2011/09;02.042.020/0001-50;GASPARZINHO DISTR MAT ELETRICOS LTDA;RUA JOHANN OHF,2621;89042-300;VELHA;Blumenau;Santa Catarina
2011;2011/04;02.042.020/0001-50;GASPARZINHO DISTR MAT ELETRICOS LTDA;RUA JOHANN OHF,2621;89042-300;VELHA;Blumenau;Santa Catarina
2010;2010/05;05.549.840/0001-21;GASPERIN ENGENHARIA LTDA;RUA RIO NEGRO 75-E;89800-000;UNIVERSITARIO;Chapecó;Santa Catarina
2011;2011/11;05.549.840/0001-21;GASPERIN ENGENHARIA LTDA;RUA RUI BARBOSA, 387 E;89801-040;CENTRO;Chapecó;Santa Catarina
2011;2011/11;05.549.840/0001-21;GASPERIN ENGENHARIA LTDA;RUA RUI BARBOSA, 387 E;89801-040;CENTRO;Chapecó;Santa Catarina
2012;2012/02;05.549.840/0001-21;GASPERIN ENGENHARIA LTDA;RUA RUI BARBOSA, 387 E;89801-040;CENTRO;Chapecó;Santa Catarina
2010;2010/06;05.549.840/0001-21;GASPERIN ENGENHARIA LTDA.;RUA RIO NEGRO, 75-D;89800-000;UNIVERSIT.;Chapecó;Santa Catarina
2008;2008/09;05.549.840/0001-21;GASPERIN ENGENHARIA LTDA.;RUA RIO NEGRO, 75-E;89800-000;UNIVERS.;Chapecó;Santa Catarina
2009;2009/07;05.639.628/0001-55;GASTROCENTRO SC LTDA;RUA ROBERTO KOCH,60;89203-088;AMERICA;Joinville;Santa Catarina
2008;2008/07;05.140.239/0001-80;GASTROCIRURGICA BAIA SUL SC LTDA;AV OTHON GAMA DECA,900;88015-240;CENTRO;Florianópolis;Santa Catarina
2011;2011/02;11.068.142/0001-07;GASTROFOOD COM P ALIM LTDA ME;AV PORTO ALEGRE,16801;89802-132;CENTRO;Chapecó;Santa Catarina
2009;2009/03;05.047.443/0001-51;GASTRONOMIA PROGRESSO LTDA;AV MARCOLINO MARTINS CABRAL, 926;88700-000;CENTRO;Tubarão;Santa Catarina
2009;2009/01;05.047.443/0002-32;GASTRONOMIA PROGRESSO LTDA;AV. MARCOLINO M CABRAL, 2525;88700-000;AEROPORTO;Tubarão;Santa Catarina
2011;2011/03;05.047.443/0001-51;GASTRONOMIA PROGRESSO LTDA EPP;AV MARC MARTINS CABRAL 926 SL3;88701-001;CENTRO;Tubarão;Santa Catarina
2009;2009/01;05.047.443/0001-51;GASTRONOMIA PROGRESSO LTDA ME;AV MARCOLINO M CABRAL, 926;88701-000;CENTRO;Tubarão;Santa Catarina
2011;2011/10;10.368.186/0001-90;GASTRONOMIX LTDA ME;RUA 25 DE JULHO 1183 1 ANDAR;89053-001;ITOUPAVA NORTE;Blumenau;Santa Catarina
2011;2011/06;07.737.468/0005-36;GASTRONOMY DISTR E PARTIC LTDA EDOMAE;AVENIDA ATLANTICA,4040 - ESQ 4.100;88330-027;CENTRO;Balneário Camboriú;Santa Catarina
2010;2010/08;07.737.468/0008-89;GASTRONOMY DISTRIBUIÇÃO E PARTICIPAÇÃO LTDA;RUA JOSE MEDEIROS VIEIRA,, S/N ANEXO - 2º ANDAR;88306-800;PRAI BRAVA;Itajaí;Santa Catarina
2012;2012/02;07.737.468/0004-55;GASTRONOMY EVENTOS E GASTRONOMIA LTDA BOM SUCESSO;AVENIDA ATLANTICA,550 SALA 1;88330-003;CENTRO;Balneário Camboriú;Santa Catarina
2010;2010/08;07.737.468/0007-06;GASTRONOMY EVENTOS E PARTICIPAÇÕES LTDA;AV ATLàNTICA, 4040, SALA 02;88330-000;CENTRO;Balneário Camboriú;Santa Catarina
2010;2010/12;06.082.146/0001-00;GATA BORDADEIRA AVIAMENTOS LTDA;RUA FULVIO ADUCCI 1100;88075-001;ESTREITO;Florianópolis;Santa Catarina
2008;2008/09;06.924.959/0001-08;GATEX INDUSTRIA TEXTIL LTDA - ME;RUA TEOBALDO DESCHAMPS, 93 FUNDOS;89110-000;BELA VISTA;Gaspar;Santa Catarina
2010;2010/11;04.900.415/0003-34;GATO MIA CONFECCOES LTDA;BR 101, KM 434, Nº 4000, LOJA 06;88960-000;GUARITA;Sombrio;Santa Catarina
2010;2010/03;04.900.415/0001-72;GATO MIA CONFECCOES LTDA;RUA PADRE JOAO REITZ 1184;88960-000;SAO LUIZ;Sombrio;Santa Catarina
2008;2008/08;04.900.415/0001-72;GATO MIA CONFECCOES LTDA;RUA PADRE JOAO REITZ, NO 1184;88960-000;SAO LUIZ;Sombrio;Santa Catarina
2008;2008/07;04.570.670/0001-02;GATO QUE RI LTDA ME;RUA SEIS DE JANEIRO,99;88801-055;CENTRO;Criciúma;Santa Catarina
2010;2010/11;02.166.706/0001-53;GATTA CONFECCOES LTDA ME;RUA ANO BOM,570;89278-000;ANO BOM;Corupá;Santa Catarina
2012;2012/05;85.333.144/0001-12;GATTOS CONFECCOES LTDA;RUA 25 DE JULHO, 1856;89260-160;VILA NOVA;Jaraguá do Sul;Santa Catarina
2010;2010/10;85.333.144/0001-12;GATTOS CONFECCOES LTDA;RUA 25 DE JULHO, 1856;89260-160;VILA NOVA;Jaraguá do Sul;Santa Catarina
2012;2012/05;85.333.144/0007-08;GATTOS CONFECCOES LTDA;RUA ANGELO TORINELLI 123;89259-200;VILA NOVA;Jaraguá do Sul;Santa Catarina
2010;2010/10;85.333.144/0007-08;GATTOS CONFECCOES LTDA;RUA ANGELO TORINELLI 123;89259-200;VILA NOVA;Jaraguá do Sul;Santa Catarina
2012;2012/03;09.064.508/0001-28;GAUGER IND E COM DE ALIMENTOS LTDA ME;RUA ISRAEL XAVIER NEVES,87;88130-510;PONTE IMARUIM;Palhoça;Santa Catarina
2008;2008/06;07.402.897/0001-29;GAVA VISTORIA LTDA;RUA JOSE VICTOR DA ROSA, 993 SALA 3;88117-405;BARREIROS;São José;Santa Catarina
2010;2010/05;08.187.923/0001-06;GAVEA CONSTRUCOES SERVIÇOS LTDA;RUA JOÃO FERNANDES LIMA, 396;88700-000;VILA ESPERANÇA;Tubarão;Santa Catarina
2008;2008/10;04.975.906/0001-82;GAVIMA IND. E COM DE CONFECCOES LTDA.EPP;ALVORADA,505;88820-000;PRESIDENTE VARGAS;Içara;Santa Catarina
2008;2008/07;95.759.965/0001-79;GAWA RECUPERADORA DE PEçAS LTDA.;RUA FERNANDO MACHADO 1389-D;89804-000;CENTRO;Chapecó;Santa Catarina
2008;2008/12;08.766.850/0002-98;GAWAII IND E COM DE CONF LTDA ME;RUA AMARILDO JOSE DA ROSA, 1600;88700-000;HUMAITA;Tubarão;Santa Catarina
2011;2011/10;02.288.646/0001-41;GAZER MAQUINAS LTDA;RUA EXPEDICIONARIO WERNER WEISS 458;89288-030;COLONIAL;São Bento do Sul;Santa Catarina
